generation,rank_1,rank_2,swapAccepted
4286000,2,4,1
4287000,3,4,1
4288000,1,4,1
4289000,1,2,1
4290000,1,3,1
4291000,1,4,1
4292000,2,4,1
4293000,3,4,1
4294000,1,2,1
4295000,1,4,1
4296000,2,3,1
4297000,2,4,1
4298000,1,4,1
4299000,3,4,1
4300000,2,3,1
4301000,1,4,1
4302000,1,3,1
4303000,1,3,1
4304000,1,4,1
4305000,2,4,1
4306000,2,3,1
4307000,2,4,1
4308000,1,4,1
4309000,1,4,1
4310000,2,3,1
4311000,3,4,1
4312000,1,2,1
4313000,1,2,1
4314000,2,3,1
4315000,2,4,1
4316000,3,4,1
4317000,2,3,1
4318000,2,3,0
4319000,1,4,1
4320000,1,4,1
4321000,2,3,1
4322000,1,3,1
4323000,2,3,1
4324000,2,4,1
4325000,2,3,1
4326000,2,4,1
4327000,2,4,1
4328000,1,2,1
4329000,2,4,1
4330000,2,3,1
4331000,2,3,1
4332000,1,3,1
4333000,2,3,1
4334000,1,2,1
4335000,2,3,1
4336000,2,3,1
4337000,2,3,1
4338000,2,3,1
4339000,2,4,1
4340000,3,4,1
4341000,1,3,1
4342000,1,4,1
4343000,1,3,1
4344000,1,2,1
4345000,2,3,1
4346000,1,3,1
4347000,1,2,1
4348000,1,3,0
4349000,2,4,1
4350000,1,2,1
4351000,2,4,1
4352000,1,3,0
4353000,1,2,1
4354000,2,3,1
4355000,1,3,1
4356000,1,3,1
4357000,1,4,1
4358000,1,2,1
4359000,1,2,1
4360000,1,3,1
4361000,2,3,1
4362000,1,3,1
4363000,3,4,1
4364000,2,4,1
4365000,2,4,1
4366000,2,3,1
4367000,1,4,1
4368000,2,4,1
4369000,1,3,1
4370000,2,3,1
4371000,3,4,1
4372000,1,3,1
4373000,2,4,1
4374000,1,2,1
4375000,1,2,1
4376000,1,3,1
4377000,3,4,1
4378000,1,4,1
4379000,2,4,1
4380000,2,4,1
4381000,3,4,1
4382000,1,2,1
4383000,1,4,1
4384000,1,4,1
4385000,1,2,1
4386000,1,3,1
4387000,3,4,1
4388000,1,2,1
4389000,2,4,1
4390000,1,4,1
4391000,1,3,1
4392000,1,3,1
4393000,3,4,1
4394000,3,4,1
4395000,1,3,1
4396000,2,3,1
4397000,2,3,1
4398000,2,4,1
4399000,2,4,1
4400000,1,2,1
4401000,1,3,1
4402000,1,3,1
4403000,1,4,1
4404000,1,4,1
4405000,1,3,1
4406000,1,2,1
4407000,1,2,1
4408000,3,4,1
4409000,3,4,1
4410000,3,4,1
4411000,1,4,1
4412000,1,2,1
4413000,2,4,1
4414000,2,4,1
4415000,3,4,1
4416000,1,3,0
4417000,1,4,1
4418000,1,2,1
4419000,3,4,1
4420000,2,4,1
4421000,1,4,0
4422000,2,4,1
4423000,2,3,1
4424000,1,2,1
4425000,2,3,1
4426000,3,4,1
4427000,1,2,1
4428000,2,3,1
4429000,1,4,1
4430000,1,4,0
4431000,1,2,1
4432000,3,4,1
4433000,1,4,0
4434000,1,4,1
4435000,3,4,1
4436000,1,2,1
4437000,1,2,1
4438000,1,3,1
4439000,2,4,1
4440000,3,4,1
4441000,1,3,1
4442000,1,2,1
4443000,2,4,1
4444000,2,3,1
4445000,1,4,1
4446000,3,4,1
4447000,1,3,1
4448000,2,4,1
4449000,3,4,1
4450000,1,2,1
4451000,1,3,1
4452000,2,3,1
4453000,1,3,1
4454000,1,3,1
4455000,3,4,1
4456000,1,4,1
4457000,1,4,1
4458000,2,3,1
4459000,2,4,1
4460000,1,4,1
4461000,1,2,1
4462000,2,4,1
4463000,1,3,1
4464000,2,3,1
4465000,1,3,1
4466000,1,3,1
4467000,2,3,1
4468000,2,4,1
4469000,1,2,1
4470000,3,4,1
4471000,2,4,1
4472000,3,4,1
4473000,1,4,1
4474000,1,2,1
4475000,2,3,1
4476000,2,4,1
4477000,3,4,1
4478000,1,3,1
4479000,1,3,1
4480000,1,3,1
4481000,1,2,1
4482000,2,4,1
4483000,2,3,1
4484000,1,2,1
4485000,1,3,1
4486000,2,3,1
4487000,2,3,1
4488000,1,4,1
4489000,1,2,1
4490000,2,4,1
4491000,1,3,1
4492000,3,4,1
4493000,2,4,1
4494000,3,4,1
4495000,1,3,1
4496000,1,2,1
4497000,2,3,1
4498000,1,4,1
4499000,2,3,1
4500000,2,4,1
4501000,1,4,1
4502000,2,4,1
4503000,2,3,1
4504000,2,4,1
4505000,1,4,1
4506000,2,4,1
4507000,1,3,1
4508000,2,4,1
4509000,2,3,1
4510000,2,3,1
4511000,1,2,1
4512000,3,4,1
4513000,3,4,1
4514000,2,3,1
4515000,1,4,1
4516000,1,4,1
4517000,2,4,1
4518000,1,3,1
4519000,2,3,1
4520000,1,3,1
4521000,2,4,1
4522000,1,2,1
4523000,1,4,1
4524000,2,3,1
4525000,1,2,1
4526000,2,4,1
4527000,1,4,1
4528000,1,2,1
4529000,2,4,1
4530000,2,3,1
4531000,3,4,1
4532000,1,2,1
4533000,2,4,1
4534000,2,4,1
4535000,2,3,1
4536000,2,4,1
4537000,1,4,0
4538000,1,2,1
4539000,2,4,1
4540000,3,4,1
4541000,2,3,1
4542000,3,4,1
4543000,1,3,1
4544000,1,4,0
4545000,1,4,1
4546000,1,3,1
4547000,2,3,1
4548000,1,3,1
4549000,1,3,1
4550000,3,4,1
4551000,2,4,1
4552000,1,3,1
4553000,1,3,1
4554000,2,3,1
4555000,2,4,0
4556000,2,4,1
4557000,2,4,1
4558000,2,3,1
4559000,2,3,1
4560000,1,3,1
4561000,1,4,1
4562000,2,3,1
4563000,1,3,1
4564000,2,4,1
4565000,1,2,1
4566000,1,2,1
4567000,2,3,1
4568000,1,4,1
4569000,1,2,1
4570000,3,4,1
4571000,1,4,1
4572000,1,2,1
4573000,1,3,1
4574000,1,4,1
4575000,1,4,1
4576000,3,4,1
4577000,3,4,0
4578000,2,3,1
4579000,2,4,1
4580000,2,4,1
4581000,1,2,1
4582000,3,4,1
4583000,1,2,1
4584000,2,3,1
4585000,2,3,1
4586000,1,3,1
4587000,2,4,1
4588000,3,4,1
4589000,1,4,1
4590000,1,3,1
4591000,1,4,0
4592000,3,4,1
4593000,2,4,1
4594000,3,4,1
4595000,1,4,1
4596000,1,3,1
4597000,1,3,1
4598000,1,3,1
4599000,1,4,1
4600000,1,3,1
4601000,1,4,1
4602000,2,4,1
4603000,2,3,1
4604000,1,3,1
4605000,1,3,1
4606000,1,2,1
4607000,1,2,1
4608000,3,4,1
4609000,1,3,1
4610000,1,2,1
4611000,1,3,1
4612000,1,2,1
4613000,2,4,1
4614000,1,2,1
4615000,2,4,1
4616000,2,4,1
4617000,1,2,1
4618000,3,4,1
4619000,1,4,1
4620000,2,4,1
4621000,2,4,1
4622000,3,4,1
4623000,2,3,1
4624000,2,3,1
4625000,1,2,1
4626000,2,3,1
4627000,2,4,1
4628000,2,4,1
4629000,3,4,1
4630000,3,4,1
4631000,1,4,1
4632000,2,4,1
4633000,1,4,1
4634000,2,3,1
4635000,1,2,1
4636000,1,2,1
4637000,2,4,1
4638000,1,4,1
4639000,1,4,1
4640000,2,4,1
4641000,2,4,1
4642000,2,4,1
4643000,2,4,1
4644000,1,3,1
4645000,3,4,1
4646000,2,3,1
4647000,3,4,1
4648000,1,2,1
4649000,1,3,1
4650000,1,4,1
4651000,1,3,1
4652000,2,4,1
4653000,2,3,1
4654000,2,4,1
4655000,2,4,1
4656000,3,4,1
4657000,1,4,1
4658000,2,4,1
4659000,1,2,1
4660000,1,3,1
4661000,3,4,1
4662000,3,4,1
4663000,1,3,1
4664000,3,4,1
4665000,3,4,1
4666000,2,4,1
4667000,2,4,1
4668000,1,2,1
4669000,2,3,1
4670000,1,4,1
4671000,2,4,1
4672000,2,4,1
4673000,2,3,1
4674000,3,4,0
4675000,3,4,1
4676000,2,4,1
4677000,3,4,1
4678000,1,3,1
4679000,1,4,0
4680000,1,2,1
4681000,1,3,1
4682000,1,3,1
4683000,1,2,1
4684000,2,3,1
4685000,2,3,1
4686000,3,4,1
4687000,3,4,1
4688000,2,4,1
4689000,1,4,1
4690000,2,4,1
4691000,1,4,1
4692000,1,2,1
4693000,1,4,1
4694000,1,3,1
4695000,1,4,1
4696000,1,3,1
4697000,1,2,1
4698000,1,2,1
4699000,3,4,1
4700000,1,4,1
4701000,1,2,1
4702000,2,3,1
4703000,1,3,0
4704000,1,3,1
4705000,2,3,1
4706000,3,4,1
4707000,1,2,1
4708000,1,3,1
4709000,3,4,1
4710000,1,3,1
4711000,1,2,1
4712000,3,4,1
4713000,2,4,1
4714000,2,4,1
4715000,1,3,1
4716000,2,3,1
4717000,2,4,0
4718000,1,4,0
4719000,2,4,1
4720000,3,4,1
4721000,3,4,1
4722000,1,3,1
4723000,1,3,1
4724000,2,4,1
4725000,1,2,1
4726000,2,4,1
4727000,2,4,1
4728000,1,4,1
4729000,2,3,1
4730000,3,4,1
4731000,2,3,0
4732000,1,3,1
4733000,1,3,1
4734000,1,4,1
4735000,1,2,1
4736000,2,3,1
4737000,1,2,1
4738000,2,4,1
4739000,3,4,1
4740000,2,3,1
4741000,3,4,1
4742000,1,2,1
4743000,1,3,1
4744000,1,3,1
4745000,1,3,1
4746000,2,3,1
4747000,1,4,1
4748000,1,3,1
4749000,2,4,1
4750000,1,2,1
4751000,1,2,1
4752000,1,4,1
4753000,2,3,1
4754000,1,4,0
4755000,2,3,1
4756000,2,4,1
4757000,1,4,1
4758000,2,3,1
4759000,1,3,1
4760000,3,4,1
4761000,1,3,1
4762000,1,2,1
4763000,3,4,1
4764000,2,4,1
4765000,1,2,1
4766000,1,3,1
4767000,1,3,1
4768000,3,4,1
4769000,1,3,1
4770000,2,4,1
4771000,1,2,1
4772000,2,3,1
4773000,2,3,1
4774000,1,2,1
4775000,2,4,1
4776000,2,3,1
4777000,1,4,1
4778000,1,2,1
4779000,1,2,1
4780000,1,4,1
4781000,2,4,1
4782000,1,4,1
4783000,2,3,1
4784000,1,4,1
4785000,1,4,1
4786000,1,3,1
4787000,1,3,1
4788000,1,2,1
4789000,3,4,1
4790000,2,4,1
4791000,1,3,1
4792000,2,3,1
4793000,1,2,1
4794000,2,3,1
4795000,1,2,1
4796000,1,4,1
4797000,1,3,1
4798000,3,4,1
4799000,2,3,1
4800000,1,4,1
4801000,1,3,1
4802000,1,3,1
4803000,2,4,1
4804000,2,3,1
4805000,3,4,1
4806000,2,4,1
4807000,2,4,1
4808000,1,2,1
4809000,1,3,1
4810000,3,4,1
4811000,1,4,1
4812000,1,4,1
4813000,1,3,1
4814000,2,4,1
4815000,1,4,1
4816000,1,2,1
4817000,3,4,1
4818000,3,4,1
4819000,2,4,1
4820000,3,4,1
4821000,2,3,1
4822000,2,3,1
4823000,2,3,1
4824000,2,4,1
4825000,1,2,1
4826000,2,3,1
4827000,2,3,1
4828000,2,4,1
4829000,2,4,1
4830000,1,3,1
4831000,2,3,1
4832000,1,3,1
4833000,1,2,1
4834000,3,4,1
4835000,3,4,1
4836000,1,3,1
4837000,1,4,1
4838000,2,3,1
4839000,3,4,1
4840000,2,3,1
4841000,1,3,1
4842000,1,3,1
4843000,1,2,1
4844000,3,4,0
4845000,3,4,1
4846000,2,4,1
4847000,2,4,1
4848000,1,4,1
4849000,1,2,1
4850000,1,4,1
4851000,1,4,1
4852000,2,3,1
4853000,3,4,1
4854000,1,3,1
4855000,2,4,1
4856000,1,3,1
4857000,2,4,1
4858000,1,3,1
4859000,1,4,1
4860000,1,3,1
4861000,1,3,1
4862000,1,3,0
4863000,1,4,0
4864000,1,3,1
4865000,1,4,1
4866000,1,4,1
4867000,3,4,1
4868000,1,4,1
4869000,1,3,1
4870000,1,4,1
4871000,2,3,1
4872000,2,3,1
4873000,2,4,1
4874000,1,3,1
4875000,2,4,1
4876000,2,3,1
4877000,1,3,1
4878000,3,4,1
4879000,1,2,1
4880000,3,4,1
4881000,2,4,1
4882000,1,4,1
4883000,3,4,1
4884000,2,3,1
4885000,2,3,1
4886000,2,3,1
4887000,1,3,1
4888000,3,4,1
4889000,3,4,1
4890000,3,4,1
4891000,2,3,1
4892000,1,3,1
4893000,1,3,1
4894000,3,4,0
4895000,1,4,1
4896000,1,4,1
4897000,2,4,1
4898000,2,4,1
4899000,1,4,1
4900000,2,3,1
4901000,1,4,1
4902000,2,3,0
4903000,1,2,1
4904000,1,2,1
4905000,1,4,1
4906000,3,4,1
4907000,2,4,1
4908000,2,3,1
4909000,3,4,1
4910000,3,4,1
4911000,2,3,1
4912000,3,4,1
4913000,1,2,1
4914000,2,4,1
4915000,1,4,1
4916000,1,3,1
4917000,1,2,1
4918000,1,2,1
4919000,1,3,1
4920000,1,4,0
4921000,2,4,1
4922000,1,3,1
4923000,2,3,1
4924000,1,2,1
4925000,3,4,1
4926000,1,2,1
4927000,2,3,1
4928000,2,4,1
4929000,2,4,1
4930000,2,4,1
4931000,2,4,1
4932000,3,4,1
4933000,1,4,1
4934000,2,4,1
4935000,3,4,1
4936000,3,4,1
4937000,3,4,1
4938000,1,2,1
4939000,2,4,1
4940000,1,4,1
4941000,1,3,1
4942000,1,3,1
4943000,1,3,1
4944000,1,4,1
4945000,3,4,1
4946000,2,3,1
4947000,1,3,1
4948000,1,3,1
4949000,2,4,1
4950000,1,3,1
4951000,1,3,1
4952000,1,4,1
4953000,1,4,1
4954000,1,3,1
4955000,1,2,1
4956000,1,2,1
4957000,3,4,1
4958000,1,3,1
4959000,1,2,1
4960000,1,4,1
4961000,1,3,1
4962000,3,4,1
4963000,2,4,1
4964000,3,4,1
4965000,3,4,1
4966000,1,3,1
4967000,3,4,1
4968000,3,4,1
4969000,2,4,1
4970000,2,3,1
4971000,2,3,1
4972000,2,4,1
4973000,2,3,1
4974000,1,2,1
4975000,1,4,1
4976000,3,4,1
4977000,1,3,1
4978000,1,4,1
4979000,3,4,1
4980000,1,2,1
4981000,1,2,1
4982000,2,3,1
4983000,1,2,1
4984000,1,3,1
4985000,1,3,1
4986000,1,3,1
4987000,3,4,1
4988000,1,2,1
4989000,1,3,1
4990000,1,2,1
4991000,2,4,0
4992000,2,3,1
4993000,1,3,1
4994000,3,4,1
4995000,2,4,1
4996000,1,2,1
4997000,1,2,1
4998000,1,3,1
4999000,1,2,1
5000000,2,3,1
